formula,AIC,BIC
log(duration) ~ TMS_Type + coding_section_no + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),183.854754,206.481264
log(duration) ~ TMS_Type + problem_order + (1|participant_id),280.959679,295.101248
log(duration) ~ TMS_Type + problem_order + (1|problem_id),228.872757,243.014326
log(duration) ~ TMS_Type + problem_order + (1|participant_id) + (1|problem_id),178.861082,195.830965
log(duration) ~ TMS_Type + problem_order + (1|participant_id) + (1|participant_id:TMS_Type),282.959679,299.929562
log(duration) ~ TMS_Type + problem_order + (1|problem_id) + (1|problem_id:TMS_Type),230.872757,247.842640
log(duration) ~ TMS_Type + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),180.861082,200.659278
log(duration) ~ TMS_Type + problem_order + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),180.861082,200.659278
log(duration) ~ TMS_Type + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),182.861082,205.487592
log(duration) ~ TMS_Type + problem_set + (1|participant_id),280.941321,295.082890
log(duration) ~ TMS_Type + problem_set + (1|problem_id),227.356862,241.498430
log(duration) ~ TMS_Type + problem_set + (1|participant_id) + (1|problem_id),179.835083,196.804965
log(duration) ~ TMS_Type + problem_set + (1|participant_id) + (1|participant_id:TMS_Type),282.941321,299.911203
log(duration) ~ TMS_Type + problem_set + (1|problem_id) + (1|problem_id:TMS_Type),229.356862,246.326744
log(duration) ~ TMS_Type + problem_set + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),181.835083,201.633279
log(duration) ~ TMS_Type + problem_set + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),181.835083,201.633279
log(duration) ~ TMS_Type + problem_set + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),183.835083,206.461593
log(duration) ~ session + coding_section_no + (1|participant_id),280.749005,294.890574
log(duration) ~ session + coding_section_no + (1|problem_id),227.432560,241.574129
log(duration) ~ session + coding_section_no + (1|participant_id) + (1|problem_id),171.073748,188.043631
log(duration) ~ session + problem_order + (1|participant_id),279.681667,293.823236
log(duration) ~ session + problem_order + (1|problem_id),227.257433,241.399001
log(duration) ~ session + problem_order + (1|participant_id) + (1|problem_id),170.242881,187.212764
log(duration) ~ session + problem_set + (1|participant_id),280.051003,294.192572
log(duration) ~ session + problem_set + (1|problem_id),225.404198,239.545766
log(duration) ~ session + problem_set + (1|participant_id) + (1|problem_id),170.485572,187.455455
log(duration) ~ problem_set + coding_section_no + (1|participant_id),280.223693,294.365262
log(duration) ~ problem_set + coding_section_no + (1|problem_id),229.326558,243.468126
log(duration) ~ problem_set + coding_section_no + (1|participant_id) + (1|problem_id),181.313897,198.283780
log(duration) ~ problem_set + problem_order + (1|participant_id),279.417277,293.558845
log(duration) ~ problem_set + problem_order + (1|problem_id),229.251336,243.392904
log(duration) ~ problem_set + problem_order + (1|participant_id) + (1|problem_id),180.351023,197.320905
log(duration) ~ coding_section_no + problem_order + (1|participant_id),280.151466,294.293034
log(duration) ~ coding_section_no + problem_order + (1|problem_id),230.310393,244.451962
log(duration) ~ coding_section_no + problem_order + (1|participant_id) + (1|problem_id),180.367909,197.337791
log(duration) ~ TMS_Type + pain + (1|participant_id),281.578881,295.720449
log(duration) ~ TMS_Type + pain + (1|problem_id),228.268997,242.410566
log(duration) ~ TMS_Type + pain + (1|participant_id) + (1|problem_id),179.837362,196.807244
log(duration) ~ TMS_Type + pain + (1|participant_id) + (1|participant_id:TMS_Type),283.578881,300.548763
log(duration) ~ TMS_Type + pain + (1|problem_id) + (1|problem_id:TMS_Type),230.268997,247.238880
log(duration) ~ TMS_Type + pain + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),181.837362,201.635558
log(duration) ~ TMS_Type + pain + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),181.837362,201.635558
log(duration) ~ TMS_Type + pain + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),183.837362,206.463872
log(duration) ~ TMS_Type + physical_symptoms + (1|participant_id),281.868986,296.010555
log(duration) ~ TMS_Type + physical_symptoms + (1|problem_id),228.300036,242.441605
log(duration) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|problem_id),177.725761,194.695644
log(duration) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|participant_id:TMS_Type),283.868986,300.838868
log(duration) ~ TMS_Type + physical_symptoms + (1|problem_id) + (1|problem_id:TMS_Type),230.300036,247.269918
log(duration) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),179.725761,199.523957
log(duration) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),179.725761,199.523957
log(duration) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),181.725761,204.352271
log(duration) ~ TMS_Type + discomfort + (1|participant_id),282.216825,296.358393
log(duration) ~ TMS_Type + discomfort + (1|problem_id),228.244202,242.385771
log(duration) ~ TMS_Type + discomfort + (1|participant_id) + (1|problem_id),179.611226,196.581109
log(duration) ~ TMS_Type + discomfort + (1|participant_id) + (1|participant_id:TMS_Type),284.216825,301.186707
log(duration) ~ TMS_Type + discomfort + (1|problem_id) + (1|problem_id:TMS_Type),230.244202,247.214085
log(duration) ~ TMS_Type + discomfort + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),181.611226,201.409423
log(duration) ~ TMS_Type + discomfort + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),181.611226,201.409423
log(duration) ~ TMS_Type + discomfort + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),183.611226,206.237736
log(duration) ~ TMS_Type + sensations + (1|participant_id),282.387714,296.529282
log(duration) ~ TMS_Type + sensations + (1|problem_id),226.319030,240.460599
log(duration) ~ TMS_Type + sensations + (1|participant_id) + (1|problem_id),179.765840,196.735722
log(duration) ~ TMS_Type + sensations + (1|participant_id) + (1|participant_id:TMS_Type),284.387714,301.357596
log(duration) ~ TMS_Type + sensations + (1|problem_id) + (1|problem_id:TMS_Type),228.319030,245.288913
log(duration) ~ TMS_Type + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),181.765840,201.564036
log(duration) ~ TMS_Type + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),181.765840,201.564036
log(duration) ~ TMS_Type + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),183.765840,206.392350
log(duration) ~ session + pain + (1|participant_id),280.478708,294.620276
log(duration) ~ session + pain + (1|problem_id),226.476465,240.618034
log(duration) ~ session + pain + (1|participant_id) + (1|problem_id),170.996642,187.966525
log(duration) ~ session + physical_symptoms + (1|participant_id),280.861674,295.003243
log(duration) ~ session + physical_symptoms + (1|problem_id),227.212721,241.354290
log(duration) ~ session + physical_symptoms + (1|participant_id) + (1|problem_id),169.941208,186.911090
log(duration) ~ session + discomfort + (1|participant_id),281.113629,295.255198
log(duration) ~ session + discomfort + (1|problem_id),227.373983,241.515552
log(duration) ~ session + discomfort + (1|participant_id) + (1|problem_id),169.150482,186.120364
log(duration) ~ session + sensations + (1|participant_id),281.263666,295.405235
log(duration) ~ session + sensations + (1|problem_id),225.572705,239.714274
log(duration) ~ session + sensations + (1|participant_id) + (1|problem_id),170.948297,187.918179
log(duration) ~ coding_section_no + pain + (1|participant_id),281.081138,295.222706
log(duration) ~ coding_section_no + pain + (1|problem_id),229.438219,243.579788
log(duration) ~ coding_section_no + pain + (1|participant_id) + (1|problem_id),181.296425,198.266308
log(duration) ~ coding_section_no + physical_symptoms + (1|participant_id),281.365058,295.506626
log(duration) ~ coding_section_no + physical_symptoms + (1|problem_id),230.166274,244.307843
log(duration) ~ coding_section_no + physical_symptoms + (1|participant_id) + (1|problem_id),180.186774,197.156656
log(duration) ~ coding_section_no + discomfort + (1|participant_id),281.622056,295.763624
log(duration) ~ coding_section_no + discomfort + (1|problem_id),230.358570,244.500139
log(duration) ~ coding_section_no + discomfort + (1|participant_id) + (1|problem_id),180.223613,197.193496
log(duration) ~ coding_section_no + sensations + (1|participant_id),281.785825,295.927393
log(duration) ~ coding_section_no + sensations + (1|problem_id),227.896082,242.037651
log(duration) ~ coding_section_no + sensations + (1|participant_id) + (1|problem_id),181.232182,198.202064
log(duration) ~ problem_order + pain + (1|participant_id),280.013255,294.154824
log(duration) ~ problem_order + pain + (1|problem_id),229.313303,243.454872
log(duration) ~ problem_order + pain + (1|participant_id) + (1|problem_id),180.361825,197.331707
log(duration) ~ problem_order + physical_symptoms + (1|participant_id),280.413745,294.555314
log(duration) ~ problem_order + physical_symptoms + (1|problem_id),230.054256,244.195825
log(duration) ~ problem_order + physical_symptoms + (1|participant_id) + (1|problem_id),179.287162,196.257044
log(duration) ~ problem_order + discomfort + (1|participant_id),280.767394,294.908962
log(duration) ~ problem_order + discomfort + (1|problem_id),230.291820,244.433388
log(duration) ~ problem_order + discomfort + (1|participant_id) + (1|problem_id),179.208750,196.178633
log(duration) ~ problem_order + sensations + (1|participant_id),280.949339,295.090907
log(duration) ~ problem_order + sensations + (1|problem_id),227.708379,241.849947
log(duration) ~ problem_order + sensations + (1|participant_id) + (1|problem_id),180.336236,197.306118
log(duration) ~ problem_set + pain + (1|participant_id),280.460555,294.602124
log(duration) ~ problem_set + pain + (1|problem_id),228.145612,242.287180
log(duration) ~ problem_set + pain + (1|participant_id) + (1|problem_id),181.288908,198.258790
log(duration) ~ problem_set + physical_symptoms + (1|participant_id),280.514476,294.656044
log(duration) ~ problem_set + physical_symptoms + (1|problem_id),229.080123,243.221691
log(duration) ~ problem_set + physical_symptoms + (1|participant_id) + (1|problem_id),180.179618,197.149500
log(duration) ~ problem_set + discomfort + (1|participant_id),280.941743,295.083312
log(duration) ~ problem_set + discomfort + (1|problem_id),229.323677,243.465246
log(duration) ~ problem_set + discomfort + (1|participant_id) + (1|problem_id),180.223686,197.193569
log(duration) ~ problem_set + sensations + (1|participant_id),280.671257,294.812826
log(duration) ~ problem_set + sensations + (1|problem_id),227.171997,241.313566
log(duration) ~ problem_set + sensations + (1|participant_id) + (1|problem_id),181.211999,198.181881
log(duration) ~ TMS_Type + session + coding_section_no + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id),290.105933,324.045698
log(duration) ~ TMS_Type + session + coding_section_no + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id),233.250045,267.189810
log(duration) ~ TMS_Type + session + coding_section_no + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),178.843255,215.611333
log(duration) ~ TMS_Type + session + coding_section_no + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),292.105933,328.874011
log(duration) ~ TMS_Type + session + coding_section_no + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),235.250045,272.018124
log(duration) ~ TMS_Type + session + coding_section_no + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),180.843255,220.439647
log(duration) ~ TMS_Type + session + coding_section_no + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),180.843255,220.439647
log(duration) ~ TMS_Type + session + coding_section_no + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),182.843255,225.267961
log(duration) ~ TMS_Type * session + (1|participant_id),283.240136,300.210018
log(duration) ~ TMS_Type * session + (1|problem_id),227.239048,244.208931
log(duration) ~ TMS_Type * session + (1|participant_id) + (1|problem_id),171.681056,191.479252
log(duration) ~ TMS_Type * session + (1|participant_id) + (1|participant_id:TMS_Type),285.240136,305.038332
log(duration) ~ TMS_Type * session + (1|problem_id) + (1|problem_id:TMS_Type),229.239048,249.037244
log(duration) ~ TMS_Type * session + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),173.681056,196.307566
log(duration) ~ TMS_Type * session + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),173.681056,196.307566
log(duration) ~ TMS_Type * session + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),175.681056,201.135879
log(duration) ~ TMS_Type * coding_section_no + (1|participant_id),283.375392,300.345275
log(duration) ~ TMS_Type * coding_section_no + (1|problem_id),230.719992,247.689874
log(duration) ~ TMS_Type * coding_section_no + (1|participant_id) + (1|problem_id),181.722235,201.520431
log(duration) ~ TMS_Type * coding_section_no + (1|participant_id) + (1|participant_id:TMS_Type),285.375392,305.173589
log(duration) ~ TMS_Type * coding_section_no + (1|problem_id) + (1|problem_id:TMS_Type),232.719992,252.518188
log(duration) ~ TMS_Type * coding_section_no + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),183.722235,206.348745
log(duration) ~ TMS_Type * coding_section_no + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),183.722235,206.348745
log(duration) ~ TMS_Type * coding_section_no + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),185.722235,211.177058
log(duration) ~ TMS_Type * problem_order + (1|participant_id),281.871128,298.841010
log(duration) ~ TMS_Type * problem_order + (1|problem_id),230.724904,247.694787
log(duration) ~ TMS_Type * problem_order + (1|participant_id) + (1|problem_id),180.860226,200.658422
log(duration) ~ TMS_Type * problem_order + (1|participant_id) + (1|participant_id:TMS_Type),283.871128,303.669324
log(duration) ~ TMS_Type * problem_order + (1|problem_id) + (1|problem_id:TMS_Type),232.724904,252.523101
log(duration) ~ TMS_Type * problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),182.860226,205.486735
log(duration) ~ TMS_Type * problem_order + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),182.860226,205.486735
log(duration) ~ TMS_Type * problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),184.860226,210.315049
log(duration) ~ TMS_Type * problem_set + (1|participant_id),282.607905,299.577788
log(duration) ~ TMS_Type * problem_set + (1|problem_id),228.961189,245.931072
log(duration) ~ TMS_Type * problem_set + (1|participant_id) + (1|problem_id),181.701862,201.500058
log(duration) ~ TMS_Type * problem_set + (1|participant_id) + (1|participant_id:TMS_Type),284.607905,304.406101
log(duration) ~ TMS_Type * problem_set + (1|problem_id) + (1|problem_id:TMS_Type),230.961189,250.759386
log(duration) ~ TMS_Type * problem_set + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),183.701862,206.328372
log(duration) ~ TMS_Type * problem_set + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),183.701862,206.328372
log(duration) ~ TMS_Type * problem_set + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),185.701863,211.156687
log(duration) ~ session * coding_section_no + (1|participant_id),282.316500,299.286382
log(duration) ~ session * coding_section_no + (1|problem_id),228.210648,245.180530
log(duration) ~ session * coding_section_no + (1|participant_id) + (1|problem_id),172.468002,192.266198
log(duration) ~ session * problem_order + (1|participant_id),281.439198,298.409081
log(duration) ~ session * problem_order + (1|problem_id),229.210017,246.179900
log(duration) ~ session * problem_order + (1|participant_id) + (1|problem_id),171.910287,191.708483
log(duration) ~ session * problem_set + (1|participant_id),281.841461,298.811344
log(duration) ~ session * problem_set + (1|problem_id),226.568167,243.538049
log(duration) ~ session * problem_set + (1|participant_id) + (1|problem_id),172.193050,191.991246
log(duration) ~ problem_set * coding_section_no + (1|participant_id),282.148211,299.118093
log(duration) ~ problem_set * coding_section_no + (1|problem_id),230.630143,247.600025
log(duration) ~ problem_set * coding_section_no + (1|participant_id) + (1|problem_id),183.204889,203.003085
log(duration) ~ problem_set * problem_order + (1|participant_id),280.902534,297.872416
log(duration) ~ problem_set * problem_order + (1|problem_id),231.096973,248.066856
log(duration) ~ problem_set * problem_order + (1|participant_id) + (1|problem_id),182.090173,201.888369
log(duration) ~ coding_section_no * problem_order + (1|participant_id),281.975889,298.945772
log(duration) ~ coding_section_no * problem_order + (1|problem_id),231.637135,248.607018
log(duration) ~ coding_section_no * problem_order + (1|participant_id) + (1|problem_id),181.285949,201.084145
log(duration) ~ TMS_Type * pain + (1|participant_id),283.539064,300.508947
log(duration) ~ TMS_Type * pain + (1|problem_id),230.267254,247.237136
log(duration) ~ TMS_Type * pain + (1|participant_id) + (1|problem_id),181.195421,200.993617
log(duration) ~ TMS_Type * pain + (1|participant_id) + (1|participant_id:TMS_Type),285.539064,305.337260
log(duration) ~ TMS_Type * pain + (1|problem_id) + (1|problem_id:TMS_Type),232.267254,252.065450
log(duration) ~ TMS_Type * pain + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),183.195421,205.821931
log(duration) ~ TMS_Type * pain + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),183.195421,205.821931
log(duration) ~ TMS_Type * pain + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),185.195421,210.650245
log(duration) ~ TMS_Type * physical_symptoms + (1|participant_id),281.868986,296.010555
log(duration) ~ TMS_Type * physical_symptoms + (1|problem_id),228.300036,242.441605
log(duration) ~ TMS_Type * physical_symptoms + (1|participant_id) + (1|problem_id),177.725761,194.695644
log(duration) ~ TMS_Type * physical_symptoms + (1|participant_id) + (1|participant_id:TMS_Type),283.868986,300.838868
log(duration) ~ TMS_Type * physical_symptoms + (1|problem_id) + (1|problem_id:TMS_Type),230.300036,247.269918
log(duration) ~ TMS_Type * physical_symptoms + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),179.725761,199.523957
log(duration) ~ TMS_Type * physical_symptoms + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),179.725761,199.523957
log(duration) ~ TMS_Type * physical_symptoms + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),181.725761,204.352271
log(duration) ~ TMS_Type * discomfort + (1|participant_id),282.216825,296.358393
log(duration) ~ TMS_Type * discomfort + (1|problem_id),228.244202,242.385771
log(duration) ~ TMS_Type * discomfort + (1|participant_id) + (1|problem_id),179.611226,196.581109
log(duration) ~ TMS_Type * discomfort + (1|participant_id) + (1|participant_id:TMS_Type),284.216825,301.186707
log(duration) ~ TMS_Type * discomfort + (1|problem_id) + (1|problem_id:TMS_Type),230.244202,247.214085
log(duration) ~ TMS_Type * discomfort + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),181.611226,201.409423
log(duration) ~ TMS_Type * discomfort + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),181.611226,201.409423
log(duration) ~ TMS_Type * discomfort + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),183.611226,206.237736
log(duration) ~ TMS_Type * sensations + (1|participant_id),283.744504,300.714387
log(duration) ~ TMS_Type * sensations + (1|problem_id),228.266479,245.236361
log(duration) ~ TMS_Type * sensations + (1|participant_id) + (1|problem_id),175.778741,195.576938
log(duration) ~ TMS_Type * sensations + (1|participant_id) + (1|participant_id:TMS_Type),285.744504,305.542700
log(duration) ~ TMS_Type * sensations + (1|problem_id) + (1|problem_id:TMS_Type),230.266479,250.064675
log(duration) ~ TMS_Type * sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),177.778741,200.405251
log(duration) ~ TMS_Type * sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),177.778741,200.405251
log(duration) ~ TMS_Type * sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),179.778741,205.233565
log(duration) ~ session * pain + (1|participant_id),282.322290,299.292173
log(duration) ~ session * pain + (1|problem_id),227.515607,244.485490
log(duration) ~ session * pain + (1|participant_id) + (1|problem_id),170.617696,190.415892
log(duration) ~ session * physical_symptoms + (1|participant_id),281.749052,298.718935
log(duration) ~ session * physical_symptoms + (1|problem_id),229.093275,246.063157
log(duration) ~ session * physical_symptoms + (1|participant_id) + (1|problem_id),171.868938,191.667134
log(duration) ~ session * discomfort + (1|participant_id),283.108435,300.078318
log(duration) ~ session * discomfort + (1|problem_id),229.245200,246.215083
log(duration) ~ session * discomfort + (1|participant_id) + (1|problem_id),171.141100,190.939296
log(duration) ~ session * sensations + (1|participant_id),283.143955,300.113838
log(duration) ~ session * sensations + (1|problem_id),227.498017,244.467900
log(duration) ~ session * sensations + (1|participant_id) + (1|problem_id),171.033803,190.831999
log(duration) ~ coding_section_no * pain + (1|participant_id),281.859154,298.829037
log(duration) ~ coding_section_no * pain + (1|problem_id),231.097193,248.067076
log(duration) ~ coding_section_no * pain + (1|participant_id) + (1|problem_id),182.897228,202.695424
log(duration) ~ coding_section_no * physical_symptoms + (1|participant_id),282.921462,299.891345
log(duration) ~ coding_section_no * physical_symptoms + (1|problem_id),231.520456,248.490339
log(duration) ~ coding_section_no * physical_symptoms + (1|participant_id) + (1|problem_id),181.500192,201.298388
log(duration) ~ coding_section_no * discomfort + (1|participant_id),281.495759,298.465641
log(duration) ~ coding_section_no * discomfort + (1|problem_id),231.809280,248.779163
log(duration) ~ coding_section_no * discomfort + (1|participant_id) + (1|problem_id),179.145331,198.943527
log(duration) ~ coding_section_no * sensations + (1|participant_id),282.187898,299.157781
log(duration) ~ coding_section_no * sensations + (1|problem_id),229.448256,246.418139
log(duration) ~ coding_section_no * sensations + (1|participant_id) + (1|problem_id),181.748676,201.546872
log(duration) ~ problem_order * pain + (1|participant_id),279.789664,296.759546
log(duration) ~ problem_order * pain + (1|problem_id),231.247979,248.217861
log(duration) ~ problem_order * pain + (1|participant_id) + (1|problem_id),182.021663,201.819859
log(duration) ~ problem_order * physical_symptoms + (1|participant_id),282.376385,299.346267
log(duration) ~ problem_order * physical_symptoms + (1|problem_id),232.029861,248.999744
log(duration) ~ problem_order * physical_symptoms + (1|participant_id) + (1|problem_id),181.066922,200.865118
log(duration) ~ problem_order * discomfort + (1|participant_id),282.645540,299.615422
log(duration) ~ problem_order * discomfort + (1|problem_id),232.181394,249.151276
log(duration) ~ problem_order * discomfort + (1|participant_id) + (1|problem_id),181.204715,201.002911
log(duration) ~ problem_order * sensations + (1|participant_id),282.506616,299.476498
log(duration) ~ problem_order * sensations + (1|problem_id),229.187464,246.157347
log(duration) ~ problem_order * sensations + (1|participant_id) + (1|problem_id),181.323347,201.121543
log(duration) ~ problem_set * pain + (1|participant_id),282.453758,299.423640
log(duration) ~ problem_set * pain + (1|problem_id),230.061546,247.031428
log(duration) ~ problem_set * pain + (1|participant_id) + (1|problem_id),183.074249,202.872445
log(duration) ~ problem_set * physical_symptoms + (1|participant_id),281.491538,298.461421
log(duration) ~ problem_set * physical_symptoms + (1|problem_id),230.465987,247.435870
log(duration) ~ problem_set * physical_symptoms + (1|participant_id) + (1|problem_id),181.790360,201.588556
log(duration) ~ problem_set * discomfort + (1|participant_id),282.931214,299.901096
log(duration) ~ problem_set * discomfort + (1|problem_id),230.778399,247.748282
log(duration) ~ problem_set * discomfort + (1|participant_id) + (1|problem_id),181.380487,201.178683
