formula,AIC,BIC
correctness ~ TMS_Type + session + (1|problem_id) + (1|problem_id:TMS_Type),360.455459,379.265716
correctness ~ TMS_Type + session + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),355.907882,378.480190
correctness ~ TMS_Type + session + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),356.674122,379.246431
correctness ~ TMS_Type + session + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),357.907873,384.242232
correctness ~ TMS_Type + coding_section_no + (1|participant_id),428.187111,443.235316
correctness ~ TMS_Type + coding_section_no + (1|problem_id),358.909503,373.957708
correctness ~ TMS_Type + coding_section_no + (1|participant_id) + (1|problem_id),354.888953,373.699210
correctness ~ TMS_Type + coding_section_no + (1|participant_id) + (1|participant_id:TMS_Type),430.187111,448.997368
correctness ~ TMS_Type + coding_section_no + (1|problem_id) + (1|problem_id:TMS_Type),360.887845,379.698102
correctness ~ TMS_Type + coding_section_no + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),355.921110,378.493418
correctness ~ TMS_Type + coding_section_no + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),356.888950,379.461258
correctness ~ TMS_Type + coding_section_no + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),357.921102,384.255461
correctness ~ TMS_Type + problem_order + (1|participant_id),432.283497,447.331703
correctness ~ TMS_Type + problem_order + (1|problem_id),360.075361,375.123566
correctness ~ TMS_Type + problem_order + (1|participant_id) + (1|problem_id),356.177436,374.987693
correctness ~ TMS_Type + problem_order + (1|participant_id) + (1|participant_id:TMS_Type),434.283497,453.093754
correctness ~ TMS_Type + problem_order + (1|problem_id) + (1|problem_id:TMS_Type),362.075360,380.885617
correctness ~ TMS_Type + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),357.165269,379.737577
correctness ~ TMS_Type + problem_order + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),358.177432,380.749741
correctness ~ TMS_Type + problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),359.165260,385.499620
correctness ~ TMS_Type + problem_set + (1|participant_id),431.555824,446.604030
correctness ~ TMS_Type + problem_set + (1|problem_id),359.654283,374.702489
correctness ~ TMS_Type + problem_set + (1|participant_id) + (1|problem_id),356.171528,374.981784
correctness ~ TMS_Type + problem_set + (1|participant_id) + (1|participant_id:TMS_Type),433.555824,452.366081
correctness ~ TMS_Type + problem_set + (1|problem_id) + (1|problem_id:TMS_Type),361.654282,380.464539
correctness ~ TMS_Type + problem_set + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),357.067771,379.640079
correctness ~ TMS_Type + problem_set + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),358.171521,380.743829
correctness ~ TMS_Type + problem_set + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),359.067753,385.402112
correctness ~ session + coding_section_no + (1|participant_id),428.154879,443.203085
correctness ~ session + coding_section_no + (1|problem_id),358.536559,373.584764
correctness ~ session + coding_section_no + (1|participant_id) + (1|problem_id),354.662105,373.472362
correctness ~ session + problem_order + (1|participant_id),432.142209,447.190415
correctness ~ session + problem_order + (1|problem_id),359.727305,374.775511
correctness ~ session + problem_order + (1|participant_id) + (1|problem_id),355.982557,374.792814
correctness ~ session + problem_set + (1|participant_id),431.414675,446.462881
correctness ~ session + problem_set + (1|problem_id),359.310170,374.358375
correctness ~ session + problem_set + (1|participant_id) + (1|problem_id),355.971165,374.781422
correctness ~ problem_set + coding_section_no + (1|participant_id),428.409082,443.457287
correctness ~ problem_set + coding_section_no + (1|problem_id),359.848332,374.896538
correctness ~ problem_set + coding_section_no + (1|participant_id) + (1|problem_id),356.185322,374.995579
correctness ~ problem_set + problem_order + (1|participant_id),432.297326,447.345532
correctness ~ problem_set + problem_order + (1|problem_id),361.014216,376.062421
correctness ~ problem_set + problem_order + (1|participant_id) + (1|problem_id),357.484905,376.295162
correctness ~ coding_section_no + problem_order + (1|participant_id),429.241191,444.289397
correctness ~ coding_section_no + problem_order + (1|problem_id),360.092400,375.140605
correctness ~ coding_section_no + problem_order + (1|participant_id) + (1|problem_id),356.185067,374.995324
correctness ~ TMS_Type + pain + (1|participant_id),432.311032,447.359237
correctness ~ TMS_Type + pain + (1|problem_id),359.748749,374.796955
correctness ~ TMS_Type + pain + (1|participant_id) + (1|problem_id),355.830655,374.640912
correctness ~ TMS_Type + pain + (1|participant_id) + (1|participant_id:TMS_Type),434.311031,453.121288
correctness ~ TMS_Type + pain + (1|problem_id) + (1|problem_id:TMS_Type),361.748749,380.559006
correctness ~ TMS_Type + pain + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),356.893449,379.465757
correctness ~ TMS_Type + pain + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),357.830651,380.402960
correctness ~ TMS_Type + pain + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),358.893439,385.227799
correctness ~ TMS_Type + physical_symptoms + (1|participant_id),430.888313,445.936519
correctness ~ TMS_Type + physical_symptoms + (1|problem_id),357.371797,372.420002
correctness ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|problem_id),355.038124,373.848381
correctness ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|participant_id:TMS_Type),432.888313,451.698570
correctness ~ TMS_Type + physical_symptoms + (1|problem_id) + (1|problem_id:TMS_Type),359.371796,378.182053
correctness ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),355.747915,378.320224
correctness ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),357.038120,379.610429
correctness ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),357.747906,384.082266
correctness ~ TMS_Type + discomfort + (1|participant_id),432.366785,447.414990
correctness ~ TMS_Type + discomfort + (1|problem_id),359.641927,374.690133
correctness ~ TMS_Type + discomfort + (1|participant_id) + (1|problem_id),355.759974,374.570231
correctness ~ TMS_Type + discomfort + (1|participant_id) + (1|participant_id:TMS_Type),434.366785,453.177042
correctness ~ TMS_Type + discomfort + (1|problem_id) + (1|problem_id:TMS_Type),361.641927,380.452184
correctness ~ TMS_Type + discomfort + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),356.836857,379.409165
correctness ~ TMS_Type + discomfort + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),357.759970,380.332279
correctness ~ TMS_Type + discomfort + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),358.836847,385.171207
correctness ~ TMS_Type + sensations + (1|participant_id),429.346414,444.394619
correctness ~ TMS_Type + sensations + (1|problem_id),356.501487,371.549693
correctness ~ TMS_Type + sensations + (1|participant_id) + (1|problem_id),352.312212,371.122469
correctness ~ TMS_Type + sensations + (1|participant_id) + (1|participant_id:TMS_Type),431.346414,450.156671
correctness ~ TMS_Type + sensations + (1|problem_id) + (1|problem_id:TMS_Type),358.465330,377.275587
correctness ~ TMS_Type + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),353.896145,376.468453
correctness ~ TMS_Type + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),354.312207,376.884515
correctness ~ TMS_Type + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),355.896134,382.230493
correctness ~ session + pain + (1|participant_id),432.287655,447.335861
correctness ~ session + pain + (1|problem_id),359.544431,374.592637
correctness ~ session + pain + (1|participant_id) + (1|problem_id),355.826376,374.636633
correctness ~ session + physical_symptoms + (1|participant_id),431.722244,446.770449
correctness ~ session + physical_symptoms + (1|problem_id),358.483306,373.531511
correctness ~ session + physical_symptoms + (1|participant_id) + (1|problem_id),355.691331,374.501588
correctness ~ session + discomfort + (1|participant_id),432.234828,447.283033
correctness ~ session + discomfort + (1|problem_id),359.714355,374.762561
correctness ~ session + discomfort + (1|participant_id) + (1|problem_id),355.990357,374.800614
correctness ~ session + sensations + (1|participant_id),428.740631,443.788837
correctness ~ session + sensations + (1|problem_id),355.608464,370.656670
correctness ~ session + sensations + (1|participant_id) + (1|problem_id),351.352163,370.162419
correctness ~ coding_section_no + pain + (1|participant_id),429.258506,444.306712
correctness ~ coding_section_no + pain + (1|problem_id),359.898003,374.946208
correctness ~ coding_section_no + pain + (1|participant_id) + (1|problem_id),355.993688,374.803945
correctness ~ coding_section_no + physical_symptoms + (1|participant_id),428.488104,443.536310
correctness ~ coding_section_no + physical_symptoms + (1|problem_id),358.561923,373.610128
correctness ~ coding_section_no + physical_symptoms + (1|participant_id) + (1|problem_id),355.779240,374.589497
correctness ~ coding_section_no + discomfort + (1|participant_id),429.242494,444.290700
correctness ~ coding_section_no + discomfort + (1|problem_id),360.056094,375.104299
correctness ~ coding_section_no + discomfort + (1|participant_id) + (1|problem_id),356.174752,374.985009
correctness ~ coding_section_no + sensations + (1|participant_id),426.269691,441.317897
correctness ~ coding_section_no + sensations + (1|problem_id),356.732509,371.780714
correctness ~ coding_section_no + sensations + (1|participant_id) + (1|problem_id),352.453075,371.263332
correctness ~ problem_order + pain + (1|participant_id),433.277237,448.325442
correctness ~ problem_order + pain + (1|problem_id),361.097524,376.145729
correctness ~ problem_order + pain + (1|participant_id) + (1|problem_id),357.315910,376.126167
correctness ~ problem_order + physical_symptoms + (1|participant_id),432.457568,447.505774
correctness ~ problem_order + physical_symptoms + (1|problem_id),359.660298,374.708503
correctness ~ problem_order + physical_symptoms + (1|participant_id) + (1|problem_id),357.005183,375.815440
correctness ~ problem_order + discomfort + (1|participant_id),433.242635,448.290841
correctness ~ problem_order + discomfort + (1|problem_id),361.244743,376.292949
correctness ~ problem_order + discomfort + (1|participant_id) + (1|problem_id),357.476522,376.286779
correctness ~ problem_order + sensations + (1|participant_id),430.339174,445.387379
correctness ~ problem_order + sensations + (1|problem_id),357.869549,372.917754
correctness ~ problem_order + sensations + (1|participant_id) + (1|problem_id),353.758915,372.569172
correctness ~ problem_set + pain + (1|participant_id),432.330336,447.378542
correctness ~ problem_set + pain + (1|problem_id),360.857362,375.905567
correctness ~ problem_set + pain + (1|participant_id) + (1|problem_id),357.326422,376.136679
correctness ~ problem_set + physical_symptoms + (1|participant_id),431.628695,446.676901
correctness ~ problem_set + physical_symptoms + (1|problem_id),359.427031,374.475237
correctness ~ problem_set + physical_symptoms + (1|participant_id) + (1|problem_id),357.014755,375.825012
correctness ~ problem_set + discomfort + (1|participant_id),432.430800,447.479006
correctness ~ problem_set + discomfort + (1|problem_id),360.996695,376.044900
correctness ~ problem_set + discomfort + (1|participant_id) + (1|problem_id),357.487276,376.297533
correctness ~ problem_set + sensations + (1|participant_id),430.138177,445.186383
correctness ~ problem_set + sensations + (1|problem_id),357.338008,372.386214
correctness ~ problem_set + sensations + (1|participant_id) + (1|problem_id),353.712405,372.522662
correctness ~ TMS_Type + session + coding_section_no + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id),434.308152,475.690717
correctness ~ TMS_Type + session + coding_section_no + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id),361.062443,402.445009
correctness ~ TMS_Type + session + coding_section_no + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),359.020763,404.165380
correctness ~ TMS_Type + session + coding_section_no + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),436.308164,481.452780
correctness ~ TMS_Type + session + coding_section_no + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),363.062085,408.206701
correctness ~ TMS_Type + session + coding_section_no + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),360.883096,409.789764
correctness ~ TMS_Type + session + coding_section_no + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),361.020760,409.927428
correctness ~ TMS_Type + session + coding_section_no + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),362.883132,415.551851
correctness ~ TMS_Type * session + (1|participant_id),431.849323,450.659580
correctness ~ TMS_Type * session + (1|problem_id),358.160142,376.970399
correctness ~ TMS_Type * session + (1|participant_id) + (1|problem_id),355.267955,377.840263
correctness ~ TMS_Type * session + (1|participant_id) + (1|participant_id:TMS_Type),433.849324,456.421632
correctness ~ TMS_Type * session + (1|problem_id) + (1|problem_id:TMS_Type),360.160142,382.732450
correctness ~ TMS_Type * session + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),356.424888,382.759247
correctness ~ TMS_Type * session + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),357.267950,383.602310
correctness ~ TMS_Type * session + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),358.424878,388.521289
correctness ~ TMS_Type * coding_section_no + (1|participant_id),430.023582,448.833839
correctness ~ TMS_Type * coding_section_no + (1|problem_id),360.757522,379.567779
correctness ~ TMS_Type * coding_section_no + (1|participant_id) + (1|problem_id),356.825805,379.398113
correctness ~ TMS_Type * coding_section_no + (1|participant_id) + (1|participant_id:TMS_Type),432.023583,454.595891
correctness ~ TMS_Type * coding_section_no + (1|problem_id) + (1|problem_id:TMS_Type),362.737742,385.310050
correctness ~ TMS_Type * coding_section_no + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),357.806975,384.141335
correctness ~ TMS_Type * coding_section_no + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),358.825802,385.160162
correctness ~ TMS_Type * coding_section_no + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),359.806967,389.903378
correctness ~ TMS_Type * problem_order + (1|participant_id),433.641758,452.452015
correctness ~ TMS_Type * problem_order + (1|problem_id),362.061491,380.871748
correctness ~ TMS_Type * problem_order + (1|participant_id) + (1|problem_id),358.096341,380.668650
correctness ~ TMS_Type * problem_order + (1|participant_id) + (1|participant_id:TMS_Type),435.641758,458.214066
correctness ~ TMS_Type * problem_order + (1|problem_id) + (1|problem_id:TMS_Type),364.061491,386.633799
correctness ~ TMS_Type * problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),359.082892,385.417252
correctness ~ TMS_Type * problem_order + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),360.096338,386.430697
correctness ~ TMS_Type * problem_order + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),361.082883,391.179294
correctness ~ TMS_Type * problem_set + (1|participant_id),431.766209,450.576466
correctness ~ TMS_Type * problem_set + (1|problem_id),358.572888,377.383145
correctness ~ TMS_Type * problem_set + (1|participant_id) + (1|problem_id),356.142659,378.714967
correctness ~ TMS_Type * problem_set + (1|participant_id) + (1|participant_id:TMS_Type),433.766209,456.338517
correctness ~ TMS_Type * problem_set + (1|problem_id) + (1|problem_id:TMS_Type),360.572886,383.145194
correctness ~ TMS_Type * problem_set + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),357.094177,383.428537
correctness ~ TMS_Type * problem_set + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),358.142650,384.477010
correctness ~ TMS_Type * problem_set + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),359.094155,389.190566
correctness ~ session * coding_section_no + (1|participant_id),429.948106,448.758363
correctness ~ session * coding_section_no + (1|problem_id),360.388790,379.199047
correctness ~ session * coding_section_no + (1|participant_id) + (1|problem_id),356.578169,379.150477
correctness ~ session * problem_order + (1|participant_id),433.656782,452.467039
correctness ~ session * problem_order + (1|problem_id),359.375692,378.185949
correctness ~ session * problem_order + (1|participant_id) + (1|problem_id),355.978442,378.550750
correctness ~ session * problem_set + (1|participant_id),433.260221,452.070478
correctness ~ session * problem_set + (1|problem_id),360.939594,379.749851
correctness ~ session * problem_set + (1|participant_id) + (1|problem_id),357.868022,380.440330
correctness ~ problem_set * coding_section_no + (1|participant_id),430.406297,449.216554
correctness ~ problem_set * coding_section_no + (1|problem_id),361.604389,380.414646
correctness ~ problem_set * coding_section_no + (1|participant_id) + (1|problem_id),357.897266,380.469575
correctness ~ problem_set * problem_order + (1|participant_id),433.219069,452.029326
correctness ~ problem_set * problem_order + (1|problem_id),362.954144,381.764401
correctness ~ problem_set * problem_order + (1|participant_id) + (1|problem_id),359.006839,381.579148
correctness ~ coding_section_no * problem_order + (1|participant_id),431.087055,449.897312
correctness ~ coding_section_no * problem_order + (1|problem_id),362.092396,380.902653
correctness ~ coding_section_no * problem_order + (1|participant_id) + (1|problem_id),358.173252,380.745560
correctness ~ TMS_Type * pain + (1|participant_id),434.307331,453.117588
correctness ~ TMS_Type * pain + (1|problem_id),361.625825,380.436082
correctness ~ TMS_Type * pain + (1|participant_id) + (1|problem_id),357.789123,380.361431
correctness ~ TMS_Type * pain + (1|participant_id) + (1|participant_id:TMS_Type),436.307331,458.879640
correctness ~ TMS_Type * pain + (1|problem_id) + (1|problem_id:TMS_Type),363.625825,386.198133
correctness ~ TMS_Type * pain + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),358.832055,385.166414
correctness ~ TMS_Type * pain + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),359.789119,386.123479
correctness ~ TMS_Type * pain + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),360.832045,390.928456
correctness ~ TMS_Type * physical_symptoms + (1|participant_id),430.888313,445.936519
correctness ~ TMS_Type * physical_symptoms + (1|problem_id),357.371797,372.420002
correctness ~ TMS_Type * physical_symptoms + (1|participant_id) + (1|problem_id),355.038124,373.848381
correctness ~ TMS_Type * physical_symptoms + (1|participant_id) + (1|participant_id:TMS_Type),432.888313,451.698570
correctness ~ TMS_Type * physical_symptoms + (1|problem_id) + (1|problem_id:TMS_Type),359.371796,378.182053
correctness ~ TMS_Type * physical_symptoms + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),355.747915,378.320224
correctness ~ TMS_Type * physical_symptoms + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),357.038120,379.610429
correctness ~ TMS_Type * physical_symptoms + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),357.747906,384.082266
correctness ~ TMS_Type * discomfort + (1|participant_id),432.366785,447.414990
correctness ~ TMS_Type * discomfort + (1|problem_id),359.641927,374.690133
correctness ~ TMS_Type * discomfort + (1|participant_id) + (1|problem_id),355.759974,374.570231
correctness ~ TMS_Type * discomfort + (1|participant_id) + (1|participant_id:TMS_Type),434.366785,453.177042
correctness ~ TMS_Type * discomfort + (1|problem_id) + (1|problem_id:TMS_Type),361.641927,380.452184
correctness ~ TMS_Type * discomfort + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),356.836857,379.409165
correctness ~ TMS_Type * discomfort + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),357.759970,380.332279
correctness ~ TMS_Type * discomfort + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),358.836847,385.171207
correctness ~ TMS_Type * sensations + (1|participant_id),431.342501,450.152758
correctness ~ TMS_Type * sensations + (1|problem_id),358.498392,377.308649
correctness ~ TMS_Type * sensations + (1|participant_id) + (1|problem_id),354.270010,376.842318
correctness ~ TMS_Type * sensations + (1|participant_id) + (1|participant_id:TMS_Type),433.342501,455.914810
correctness ~ TMS_Type * sensations + (1|problem_id) + (1|problem_id:TMS_Type),360.457278,383.029586
correctness ~ TMS_Type * sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),355.879821,382.214181
correctness ~ TMS_Type * sensations + (1|participant_id) + (1|problem_id) + (1|problem_id:TMS_Type),356.270004,382.604364
correctness ~ TMS_Type * sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type) + (1|problem_id:TMS_Type),357.879810,387.976221
correctness ~ session * pain + (1|participant_id),434.232347,453.042604
correctness ~ session * pain + (1|problem_id),361.543092,380.353349
correctness ~ session * pain + (1|participant_id) + (1|problem_id),357.771755,380.344064
correctness ~ session * physical_symptoms + (1|participant_id),432.732378,451.542635
correctness ~ session * physical_symptoms + (1|problem_id),359.377792,378.188049
correctness ~ session * physical_symptoms + (1|participant_id) + (1|problem_id),357.183814,379.756122
correctness ~ session * discomfort + (1|participant_id),433.614886,452.425143
correctness ~ session * discomfort + (1|problem_id),361.027862,379.838119
correctness ~ session * discomfort + (1|participant_id) + (1|problem_id),357.029647,379.601955
correctness ~ session * sensations + (1|participant_id),430.736999,449.547256
correctness ~ session * sensations + (1|problem_id),357.570134,376.380391
correctness ~ session * sensations + (1|participant_id) + (1|problem_id),353.315900,375.888209
correctness ~ coding_section_no * pain + (1|participant_id),428.621599,447.431856
correctness ~ coding_section_no * pain + (1|problem_id),358.653975,377.464232
correctness ~ coding_section_no * pain + (1|participant_id) + (1|problem_id),354.645009,377.217318
correctness ~ coding_section_no * physical_symptoms + (1|participant_id),430.261074,449.071331
correctness ~ coding_section_no * physical_symptoms + (1|problem_id),360.158524,378.968781
correctness ~ coding_section_no * physical_symptoms + (1|participant_id) + (1|problem_id),357.262901,379.835209
correctness ~ coding_section_no * discomfort + (1|participant_id),431.104352,449.914609
correctness ~ coding_section_no * discomfort + (1|problem_id),361.496934,380.307191
correctness ~ coding_section_no * discomfort + (1|participant_id) + (1|problem_id),357.639083,380.211392
correctness ~ coding_section_no * sensations + (1|participant_id),427.051128,445.861385
correctness ~ coding_section_no * sensations + (1|problem_id),358.512805,377.323062
correctness ~ coding_section_no * sensations + (1|participant_id) + (1|problem_id),354.162331,376.734639
correctness ~ problem_order * pain + (1|participant_id),435.207430,454.017687
correctness ~ problem_order * pain + (1|problem_id),362.786910,381.597167
correctness ~ problem_order * pain + (1|participant_id) + (1|problem_id),358.839307,381.411615
correctness ~ problem_order * physical_symptoms + (1|participant_id),434.457568,453.267825
correctness ~ problem_order * physical_symptoms + (1|problem_id),360.783999,379.594256
correctness ~ problem_order * physical_symptoms + (1|participant_id) + (1|problem_id),358.555890,381.128198
correctness ~ problem_order * discomfort + (1|participant_id),435.052651,453.862908
correctness ~ problem_order * discomfort + (1|problem_id),363.054097,381.864353
correctness ~ problem_order * discomfort + (1|participant_id) + (1|problem_id),359.114206,381.686514
correctness ~ problem_order * sensations + (1|participant_id),432.338305,451.148562
correctness ~ problem_order * sensations + (1|problem_id),359.860053,378.670310
correctness ~ problem_order * sensations + (1|participant_id) + (1|problem_id),355.734007,378.306315
correctness ~ problem_set * pain + (1|participant_id),434.326187,453.136444
correctness ~ problem_set * pain + (1|problem_id),362.856601,381.666858
correctness ~ problem_set * pain + (1|participant_id) + (1|problem_id),359.315513,381.887822
correctness ~ problem_set * physical_symptoms + (1|participant_id),433.209766,452.020023
correctness ~ problem_set * physical_symptoms + (1|problem_id),360.610534,379.420791
correctness ~ problem_set * physical_symptoms + (1|participant_id) + (1|problem_id),358.540639,381.112948
correctness ~ problem_set * discomfort + (1|participant_id),434.395160,453.205417
correctness ~ problem_set * discomfort + (1|problem_id),362.976091,381.786348
correctness ~ problem_set * discomfort + (1|participant_id) + (1|problem_id),359.424062,381.996371
correctness ~ problem_set * sensations + (1|participant_id),428.780285,447.590542
correctness ~ problem_set * sensations + (1|problem_id),353.234767,372.045024
correctness ~ problem_set * sensations + (1|participant_id) + (1|problem_id),351.189724,373.762033
correctness ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id),436.222824,481.367441
correctness ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id),363.015301,408.159918
correctness ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id),360.976100,409.882768
correctness ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),438.222831,487.129499
correctness ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|problem_id) + (1|problem_id:TMS_Type),365.015290,413.921958
correctness ~ TMS_Type * session + problem_set + coding_section_no + problem_order + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|problem_id) + (1|participant_id:TMS_Type),362.836200,415.504919
