formula,AIC,BIC
(correct_answer) ~ problem_order + (1|shown_letter),1149.148346,1168.930809
(correct_answer) ~ problem_order + (1|participant_id) + (1|shown_letter),1149.155481,1175.532098
(correct_answer) ~ problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1151.155481,1184.126252
(correct_answer) ~ problem_set + (1|participant_id),1146.071007,1165.853470
(correct_answer) ~ problem_set + (1|shown_letter),1147.295643,1167.078105
(correct_answer) ~ problem_set + (1|participant_id) + (1|shown_letter),1147.778377,1174.154994
(correct_answer) ~ problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1149.778377,1182.749148
(correct_answer) ~ pain + (1|participant_id),1144.937714,1164.720177
(correct_answer) ~ pain + (1|shown_letter),1147.021850,1166.804313
(correct_answer) ~ pain + (1|participant_id) + (1|shown_letter),1146.636143,1173.012760
(correct_answer) ~ pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1148.636142,1181.606913
(correct_answer) ~ physical_symptoms + (1|participant_id),1147.072868,1166.855331
(correct_answer) ~ physical_symptoms + (1|shown_letter),1148.977430,1168.759893
(correct_answer) ~ physical_symptoms + (1|participant_id) + (1|shown_letter),1148.768637,1175.145254
(correct_answer) ~ physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1150.768636,1183.739407
(correct_answer) ~ discomfort + (1|participant_id),1146.849598,1166.632061
(correct_answer) ~ discomfort + (1|shown_letter),1148.675168,1168.457631
(correct_answer) ~ discomfort + (1|participant_id) + (1|shown_letter),1148.548377,1174.924994
(correct_answer) ~ discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1150.548377,1183.519148
(correct_answer) ~ sensations + (1|participant_id),1147.401020,1167.183482
(correct_answer) ~ sensations + (1|shown_letter),1149.023675,1168.806137
(correct_answer) ~ sensations + (1|participant_id) + (1|shown_letter),1149.112682,1175.489299
(correct_answer) ~ sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1151.112680,1184.083451
(correct_answer) ~ TMS_Type + session + (1|participant_id),1149.231110,1175.607727
(correct_answer) ~ TMS_Type + session + (1|shown_letter),1150.922692,1177.299309
(correct_answer) ~ TMS_Type + session + (1|participant_id) + (1|shown_letter),1150.933375,1183.904146
(correct_answer) ~ TMS_Type + session + (1|participant_id) + (1|participant_id:TMS_Type),1150.928368,1183.899139
(correct_answer) ~ TMS_Type + session + (1|shown_letter) + (1|shown_letter:TMS_Type),1152.462347,1185.433118
(correct_answer) ~ TMS_Type + session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1152.933374,1192.498299
(correct_answer) ~ TMS_Type + session + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),1152.624464,1192.189389
(correct_answer) ~ TMS_Type + session + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),1152.534513,1192.099438
(correct_answer) ~ TMS_Type + session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),1154.624462,1200.783542
(correct_answer) ~ TMS_Type + session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),1154.534512,1200.693592
(correct_answer) ~ TMS_Type + session + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),1154.119118,1200.278197
(correct_answer) ~ TMS_Type + session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),1156.119062,1208.872296
(correct_answer) ~ TMS_Type + problem_order + (1|participant_id),1149.444043,1175.820660
(correct_answer) ~ TMS_Type + problem_order + (1|shown_letter),1151.139919,1177.516536
(correct_answer) ~ TMS_Type + problem_order + (1|participant_id) + (1|shown_letter),1151.146808,1184.117580
(correct_answer) ~ TMS_Type + problem_order + (1|participant_id) + (1|participant_id:TMS_Type),1151.141952,1184.112723
(correct_answer) ~ TMS_Type + problem_order + (1|shown_letter) + (1|shown_letter:TMS_Type),1152.675801,1185.646572
(correct_answer) ~ TMS_Type + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1153.146808,1192.711734
(correct_answer) ~ TMS_Type + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),1152.839242,1192.404167
(correct_answer) ~ TMS_Type + problem_order + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),1152.742079,1192.307005
(correct_answer) ~ TMS_Type + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),1154.839241,1200.998321
(correct_answer) ~ TMS_Type + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),1154.730118,1200.889198
(correct_answer) ~ TMS_Type + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),1154.327794,1200.486873
(correct_answer) ~ TMS_Type + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),1156.304787,1209.058021
(correct_answer) ~ TMS_Type + problem_set + (1|participant_id),1148.025618,1174.402235
(correct_answer) ~ TMS_Type + problem_set + (1|shown_letter),1149.258161,1175.634778
(correct_answer) ~ TMS_Type + problem_set + (1|participant_id) + (1|shown_letter),1149.732401,1182.703172
(correct_answer) ~ TMS_Type + problem_set + (1|participant_id) + (1|participant_id:TMS_Type),1149.799445,1182.770216
(correct_answer) ~ TMS_Type + problem_set + (1|shown_letter) + (1|shown_letter:TMS_Type),1150.837331,1183.808102
(correct_answer) ~ TMS_Type + problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1151.732401,1191.297327
(correct_answer) ~ TMS_Type + problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),1151.500775,1191.065700
(correct_answer) ~ TMS_Type + problem_set + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),1151.358839,1190.923764
(correct_answer) ~ TMS_Type + problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),1153.500772,1199.659852
(correct_answer) ~ TMS_Type + problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),1153.344372,1199.503451
(correct_answer) ~ TMS_Type + problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),1153.032589,1199.191668
(correct_answer) ~ TMS_Type + problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),1155.006473,1207.759707
(correct_answer) ~ session + problem_order + (1|participant_id),1149.237321,1175.613938
(correct_answer) ~ session + problem_order + (1|shown_letter),1150.934095,1177.310712
(correct_answer) ~ session + problem_order + (1|participant_id) + (1|shown_letter),1150.939468,1183.910239
(correct_answer) ~ session + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1152.939467,1192.504393
(correct_answer) ~ session + problem_set + (1|participant_id),1147.774582,1174.151199
(correct_answer) ~ session + problem_set + (1|shown_letter),1148.978076,1175.354693
(correct_answer) ~ session + problem_set + (1|participant_id) + (1|shown_letter),1149.482875,1182.453646
(correct_answer) ~ session + problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1151.482875,1191.047800
(correct_answer) ~ problem_set + problem_order + (1|participant_id),1148.070426,1174.447043
(correct_answer) ~ problem_set + problem_order + (1|shown_letter),1149.295094,1175.671711
(correct_answer) ~ problem_set + problem_order + (1|participant_id) + (1|shown_letter),1149.777695,1182.748466
(correct_answer) ~ problem_set + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1151.777695,1191.342620
(correct_answer) ~ TMS_Type + pain + (1|participant_id),1146.798329,1173.174946
(correct_answer) ~ TMS_Type + pain + (1|shown_letter),1148.940968,1175.317585
(correct_answer) ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter),1148.494863,1181.465634
(correct_answer) ~ TMS_Type + pain + (1|participant_id) + (1|participant_id:TMS_Type),1148.798329,1181.769100
(correct_answer) ~ TMS_Type + pain + (1|shown_letter) + (1|shown_letter:TMS_Type),1150.441165,1183.411936
(correct_answer) ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1150.494863,1190.059788
(correct_answer) ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),1150.494863,1190.059788
(correct_answer) ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),1150.037310,1189.602236
(correct_answer) ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),1152.494860,1198.653939
(correct_answer) ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),1152.029642,1198.188722
(correct_answer) ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),1152.026510,1198.185589
(correct_answer) ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),1154.017078,1206.770312
(correct_answer) ~ TMS_Type + physical_symptoms + (1|participant_id),1149.062470,1175.439087
(correct_answer) ~ TMS_Type + physical_symptoms + (1|shown_letter),1150.976598,1177.353215
(correct_answer) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter),1150.757919,1183.728690
(correct_answer) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|participant_id:TMS_Type),1150.892036,1183.862807
(correct_answer) ~ TMS_Type + physical_symptoms + (1|shown_letter) + (1|shown_letter:TMS_Type),1152.498801,1185.469572
(correct_answer) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1152.757912,1192.322837
(correct_answer) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),1152.583740,1192.148665
(correct_answer) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),1152.334694,1191.899619
(correct_answer) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),1154.583739,1200.742819
(correct_answer) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),1154.324052,1200.483132
(correct_answer) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),1154.078052,1200.237131
(correct_answer) ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),1156.078053,1208.831287
(correct_answer) ~ TMS_Type + discomfort + (1|participant_id),1148.648239,1175.024856
(correct_answer) ~ TMS_Type + discomfort + (1|shown_letter),1150.533797,1176.910414
(correct_answer) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter),1150.344747,1183.315518
(correct_answer) ~ TMS_Type + discomfort + (1|participant_id) + (1|participant_id:TMS_Type),1150.508219,1183.478990
(correct_answer) ~ TMS_Type + discomfort + (1|shown_letter) + (1|shown_letter:TMS_Type),1152.064681,1185.035452
(correct_answer) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1152.344745,1191.909671
(correct_answer) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),1152.200830,1191.765756
(correct_answer) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),1151.937738,1191.502664
(correct_answer) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),1154.200828,1200.359908
(correct_answer) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),1153.925931,1200.085011
(correct_answer) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),1153.717252,1199.876332
(correct_answer) ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),1155.697357,1208.450591
(correct_answer) ~ TMS_Type + sensations + (1|participant_id),1149.392535,1175.769152
(correct_answer) ~ TMS_Type + sensations + (1|shown_letter),1151.015155,1177.391772
(correct_answer) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter),1151.104084,1184.074855
(correct_answer) ~ TMS_Type + sensations + (1|participant_id) + (1|participant_id:TMS_Type),1151.072182,1184.042953
(correct_answer) ~ TMS_Type + sensations + (1|shown_letter) + (1|shown_letter:TMS_Type),1152.556850,1185.527621
(correct_answer) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1153.104083,1192.669008
(correct_answer) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),1152.778705,1192.343630
(correct_answer) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),1152.702413,1192.267338
(correct_answer) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),1154.778700,1200.937780
(correct_answer) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),1154.690528,1200.849607
(correct_answer) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),1154.268204,1200.427283
(correct_answer) ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),1156.245911,1208.999145
(correct_answer) ~ session + pain + (1|participant_id),1146.692756,1173.069373
(correct_answer) ~ session + pain + (1|shown_letter),1148.808191,1175.184808
(correct_answer) ~ session + pain + (1|participant_id) + (1|shown_letter),1148.390307,1181.361078
(correct_answer) ~ session + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1150.390307,1189.955232
(correct_answer) ~ session + physical_symptoms + (1|participant_id),1148.736266,1175.112883
(correct_answer) ~ session + physical_symptoms + (1|shown_letter),1150.697838,1177.074455
(correct_answer) ~ session + physical_symptoms + (1|participant_id) + (1|shown_letter),1150.429204,1183.399975
(correct_answer) ~ session + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1152.425654,1191.990579
(correct_answer) ~ session + discomfort + (1|participant_id),1148.650339,1175.026956
(correct_answer) ~ session + discomfort + (1|shown_letter),1150.493869,1176.870486
(correct_answer) ~ session + discomfort + (1|participant_id) + (1|shown_letter),1150.348532,1183.319303
(correct_answer) ~ session + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1152.348532,1191.913457
(correct_answer) ~ session + sensations + (1|participant_id),1149.205572,1175.582189
(correct_answer) ~ session + sensations + (1|shown_letter),1150.843414,1177.220031
(correct_answer) ~ session + sensations + (1|participant_id) + (1|shown_letter),1150.914626,1183.885398
(correct_answer) ~ session + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1152.914626,1192.479551
(correct_answer) ~ problem_order + pain + (1|participant_id),1146.937133,1173.313749
(correct_answer) ~ problem_order + pain + (1|shown_letter),1149.021220,1175.397837
(correct_answer) ~ problem_order + pain + (1|participant_id) + (1|shown_letter),1148.635318,1181.606089
(correct_answer) ~ problem_order + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1150.635317,1190.200243
(correct_answer) ~ problem_order + physical_symptoms + (1|participant_id),1149.072287,1175.448904
(correct_answer) ~ problem_order + physical_symptoms + (1|shown_letter),1150.976941,1177.353558
(correct_answer) ~ problem_order + physical_symptoms + (1|participant_id) + (1|shown_letter),1150.768015,1183.738786
(correct_answer) ~ problem_order + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1152.768015,1192.332940
(correct_answer) ~ problem_order + discomfort + (1|participant_id),1148.849017,1175.225634
(correct_answer) ~ problem_order + discomfort + (1|shown_letter),1150.674645,1177.051262
(correct_answer) ~ problem_order + discomfort + (1|participant_id) + (1|shown_letter),1150.547691,1183.518462
(correct_answer) ~ problem_order + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1152.547690,1192.112616
(correct_answer) ~ problem_order + sensations + (1|participant_id),1149.400438,1175.777055
(correct_answer) ~ problem_order + sensations + (1|shown_letter),1151.023149,1177.399766
(correct_answer) ~ problem_order + sensations + (1|participant_id) + (1|shown_letter),1151.112012,1184.082783
(correct_answer) ~ problem_order + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1153.107454,1192.672379
(correct_answer) ~ problem_set + pain + (1|participant_id),1146.159467,1172.536084
(correct_answer) ~ problem_set + pain + (1|shown_letter),1147.663466,1174.040083
(correct_answer) ~ problem_set + pain + (1|participant_id) + (1|shown_letter),1147.863765,1180.834536
(correct_answer) ~ problem_set + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1149.863765,1189.428690
(correct_answer) ~ problem_set + physical_symptoms + (1|participant_id),1147.679277,1174.055894
(correct_answer) ~ problem_set + physical_symptoms + (1|shown_letter),1149.111638,1175.488255
(correct_answer) ~ problem_set + physical_symptoms + (1|participant_id) + (1|shown_letter),1149.378225,1182.348996
(correct_answer) ~ problem_set + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1151.378224,1190.943150
(correct_answer) ~ problem_set + discomfort + (1|participant_id),1147.892681,1174.269298
(correct_answer) ~ problem_set + discomfort + (1|shown_letter),1149.201687,1175.578304
(correct_answer) ~ problem_set + discomfort + (1|participant_id) + (1|shown_letter),1149.597519,1182.568290
(correct_answer) ~ problem_set + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1151.589832,1191.154757
(correct_answer) ~ problem_set + sensations + (1|participant_id),1148.062781,1174.439398
(correct_answer) ~ problem_set + sensations + (1|shown_letter),1149.295541,1175.672158
(correct_answer) ~ problem_set + sensations + (1|participant_id) + (1|shown_letter),1149.765572,1182.736343
(correct_answer) ~ problem_set + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1151.765572,1191.330498
(correct_answer) ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id),1156.867847,1222.809390
(correct_answer) ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|shown_letter),1158.736493,1224.678036
(correct_answer) ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|shown_letter),1158.559907,1231.095604
(correct_answer) ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),1158.867848,1231.403544
(correct_answer) ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|shown_letter) + (1|shown_letter:TMS_Type),1160.268965,1232.804662
(correct_answer) ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1160.559907,1239.689758
(correct_answer) ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),1160.559908,1239.689759
(correct_answer) ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),1160.114459,1239.244310
(correct_answer) ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),1162.559899,1248.283904
(correct_answer) ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),1162.114458,1247.838463
(correct_answer) ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),1162.114459,1247.838464
(correct_answer) ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),1164.114458,1256.432617
(correct_answer) ~ TMS_Type * session + (1|participant_id),1147.737233,1180.708005
(correct_answer) ~ TMS_Type * session + (1|shown_letter),1148.189809,1181.160581
(correct_answer) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter),1149.454748,1189.019674
(correct_answer) ~ TMS_Type * session + (1|participant_id) + (1|participant_id:TMS_Type),1149.456335,1189.021261
(correct_answer) ~ TMS_Type * session + (1|shown_letter) + (1|shown_letter:TMS_Type),1149.783383,1189.348309
(correct_answer) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1151.444746,1197.603826
(correct_answer) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),1151.163576,1197.322656
(correct_answer) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),1151.081003,1197.240083
(correct_answer) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),1153.163577,1205.916811
(correct_answer) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),1153.058946,1205.812180
(correct_answer) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),1152.685338,1205.438572
(correct_answer) ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),1154.685338,1214.032726
(correct_answer) ~ TMS_Type * problem_order + (1|participant_id),1151.011942,1183.982714
(correct_answer) ~ TMS_Type * problem_order + (1|shown_letter),1152.720082,1185.690854
(correct_answer) ~ TMS_Type * problem_order + (1|participant_id) + (1|shown_letter),1152.728119,1192.293045
(correct_answer) ~ TMS_Type * problem_order + (1|participant_id) + (1|participant_id:TMS_Type),1152.709534,1192.274459
(correct_answer) ~ TMS_Type * problem_order + (1|shown_letter) + (1|shown_letter:TMS_Type),1154.251341,1193.816267
(correct_answer) ~ TMS_Type * problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1154.728119,1200.887199
(correct_answer) ~ TMS_Type * problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),1154.421891,1200.580970
(correct_answer) ~ TMS_Type * problem_order + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),1154.316023,1200.475103
(correct_answer) ~ TMS_Type * problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),1156.421888,1209.175122
(correct_answer) ~ TMS_Type * problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),1156.316019,1209.069252
(correct_answer) ~ TMS_Type * problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),1155.903872,1208.657106
(correct_answer) ~ TMS_Type * problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),1157.888037,1217.235425
(correct_answer) ~ TMS_Type * problem_set + (1|participant_id),1149.344476,1182.315247
(correct_answer) ~ TMS_Type * problem_set + (1|shown_letter),1150.270851,1183.241622
(correct_answer) ~ TMS_Type * problem_set + (1|participant_id) + (1|shown_letter),1151.067332,1190.632257
(correct_answer) ~ TMS_Type * problem_set + (1|participant_id) + (1|participant_id:TMS_Type),1151.095385,1190.660310
(correct_answer) ~ TMS_Type * problem_set + (1|shown_letter) + (1|shown_letter:TMS_Type),1151.874324,1191.439249
(correct_answer) ~ TMS_Type * problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),1153.067332,1199.226411
(correct_answer) ~ TMS_Type * problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),1152.811803,1198.970883
(correct_answer) ~ TMS_Type * problem_set + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),1152.703124,1198.862204
(correct_answer) ~ TMS_Type * problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),1154.811801,1207.565035
