formula,AIC,BIC
correct_answer ~ TMS_Type + session + (1|shown_letter),5678.895856,5705.272473
correct_answer ~ TMS_Type + session + (1|participant_id) + (1|shown_letter),5605.073804,5638.044575
correct_answer ~ TMS_Type + session + (1|participant_id) + (1|participant_id:TMS_Type),5604.355305,5637.326076
correct_answer ~ TMS_Type + session + (1|shown_letter) + (1|shown_letter:TMS_Type),5680.599433,5713.570204
correct_answer ~ TMS_Type + session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5606.250826,5645.815752
correct_answer ~ TMS_Type + session + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),5603.938603,5643.503528
correct_answer ~ TMS_Type + session + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),5606.714712,5646.279638
correct_answer ~ TMS_Type + session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),5605.286020,5651.445099
correct_answer ~ TMS_Type + session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),5607.902111,5654.061191
correct_answer ~ TMS_Type + session + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5605.335318,5651.494398
correct_answer ~ TMS_Type + session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5606.695559,5659.448793
correct_answer ~ TMS_Type + problem_order + (1|participant_id),5623.784101,5650.160718
correct_answer ~ TMS_Type + problem_order + (1|shown_letter),5696.417770,5722.794387
correct_answer ~ TMS_Type + problem_order + (1|participant_id) + (1|shown_letter),5622.844864,5655.815635
correct_answer ~ TMS_Type + problem_order + (1|participant_id) + (1|participant_id:TMS_Type),5614.195869,5647.166640
correct_answer ~ TMS_Type + problem_order + (1|shown_letter) + (1|shown_letter:TMS_Type),5698.252043,5731.222814
correct_answer ~ TMS_Type + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5624.044237,5663.609162
correct_answer ~ TMS_Type + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),5613.677572,5653.242497
correct_answer ~ TMS_Type + problem_order + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),5624.633053,5664.197979
correct_answer ~ TMS_Type + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),5615.108164,5661.267244
correct_answer ~ TMS_Type + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),5625.851006,5672.010086
correct_answer ~ TMS_Type + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5614.998653,5661.157733
correct_answer ~ TMS_Type + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5616.445154,5669.198388
correct_answer ~ TMS_Type + problem_set + (1|participant_id),5620.946092,5647.322709
correct_answer ~ TMS_Type + problem_set + (1|shown_letter),5693.290668,5719.667284
correct_answer ~ TMS_Type + problem_set + (1|participant_id) + (1|shown_letter),5620.033595,5653.004366
correct_answer ~ TMS_Type + problem_set + (1|participant_id) + (1|participant_id:TMS_Type),5613.335358,5646.306129
correct_answer ~ TMS_Type + problem_set + (1|shown_letter) + (1|shown_letter:TMS_Type),5695.150662,5728.121433
correct_answer ~ TMS_Type + problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5621.264358,5660.829283
correct_answer ~ TMS_Type + problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),5612.815285,5652.380210
correct_answer ~ TMS_Type + problem_set + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),5621.833426,5661.398351
correct_answer ~ TMS_Type + problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),5614.254738,5660.413818
correct_answer ~ TMS_Type + problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),5623.082108,5669.241187
correct_answer ~ TMS_Type + problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5614.192845,5660.351925
correct_answer ~ TMS_Type + problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5615.647956,5668.401190
correct_answer ~ session + problem_order + (1|participant_id),5605.161775,5631.538392
correct_answer ~ session + problem_order + (1|shown_letter),5678.515090,5704.891707
correct_answer ~ session + problem_order + (1|participant_id) + (1|shown_letter),5604.633270,5637.604041
correct_answer ~ session + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5605.815076,5645.380002
correct_answer ~ session + problem_set + (1|participant_id),5601.557710,5627.934327
correct_answer ~ session + problem_set + (1|shown_letter),5674.157922,5700.534539
correct_answer ~ session + problem_set + (1|participant_id) + (1|shown_letter),5601.081494,5634.052265
correct_answer ~ session + problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5602.302869,5641.867794
correct_answer ~ problem_set + problem_order + (1|participant_id),5620.569891,5646.946507
correct_answer ~ problem_set + problem_order + (1|shown_letter),5692.900551,5719.277168
correct_answer ~ problem_set + problem_order + (1|participant_id) + (1|shown_letter),5619.686499,5652.657270
correct_answer ~ problem_set + problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5620.924461,5660.489387
correct_answer ~ TMS_Type + pain + (1|participant_id),5623.975729,5650.352346
correct_answer ~ TMS_Type + pain + (1|shown_letter),5692.149723,5718.526340
correct_answer ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter),5623.029309,5656.000080
correct_answer ~ TMS_Type + pain + (1|participant_id) + (1|participant_id:TMS_Type),5614.174269,5647.145040
correct_answer ~ TMS_Type + pain + (1|shown_letter) + (1|shown_letter:TMS_Type),5693.978644,5726.949415
correct_answer ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5624.233200,5663.798125
correct_answer ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),5613.653117,5653.218042
correct_answer ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),5624.828298,5664.393223
correct_answer ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),5615.097837,5661.256917
correct_answer ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),5626.048662,5672.207741
correct_answer ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5614.987911,5661.146991
correct_answer ~ TMS_Type + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5616.446653,5669.199887
correct_answer ~ TMS_Type + physical_symptoms + (1|participant_id),5622.264678,5648.641295
correct_answer ~ TMS_Type + physical_symptoms + (1|shown_letter),5692.393854,5718.770471
correct_answer ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter),5621.308092,5654.278863
correct_answer ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|participant_id:TMS_Type),5613.431501,5646.402272
correct_answer ~ TMS_Type + physical_symptoms + (1|shown_letter) + (1|shown_letter:TMS_Type),5694.223824,5727.194595
correct_answer ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5622.497495,5662.062421
correct_answer ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),5612.900301,5652.465226
correct_answer ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),5623.099240,5662.664165
correct_answer ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),5614.336700,5660.495779
correct_answer ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),5624.302986,5670.462065
correct_answer ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5614.251308,5660.410388
correct_answer ~ TMS_Type + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5615.700775,5668.454008
correct_answer ~ TMS_Type + discomfort + (1|participant_id),5623.178387,5649.555004
correct_answer ~ TMS_Type + discomfort + (1|shown_letter),5686.289494,5712.666111
correct_answer ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter),5622.237200,5655.207971
correct_answer ~ TMS_Type + discomfort + (1|participant_id) + (1|participant_id:TMS_Type),5613.521169,5646.491940
correct_answer ~ TMS_Type + discomfort + (1|shown_letter) + (1|shown_letter:TMS_Type),5688.085887,5721.056658
correct_answer ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5623.465244,5663.030170
correct_answer ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),5613.011697,5652.576623
correct_answer ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),5624.022876,5663.587802
correct_answer ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),5614.470434,5660.629513
correct_answer ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),5625.267345,5671.426425
correct_answer ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5614.330771,5660.489851
correct_answer ~ TMS_Type + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5615.802993,5668.556227
correct_answer ~ TMS_Type + sensations + (1|participant_id),5624.114811,5650.491428
correct_answer ~ TMS_Type + sensations + (1|shown_letter),5696.913355,5723.289972
correct_answer ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter),5623.190788,5656.161559
correct_answer ~ TMS_Type + sensations + (1|participant_id) + (1|participant_id:TMS_Type),5614.607390,5647.578162
correct_answer ~ TMS_Type + sensations + (1|shown_letter) + (1|shown_letter:TMS_Type),5698.764541,5731.735312
correct_answer ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5624.370715,5663.935640
correct_answer ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),5614.100874,5653.665799
correct_answer ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),5624.992671,5664.557597
correct_answer ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),5615.533651,5661.692730
correct_answer ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),5626.189015,5672.348094
correct_answer ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5615.451759,5661.610838
correct_answer ~ TMS_Type + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5616.898979,5669.652213
correct_answer ~ session + pain + (1|participant_id),5605.565276,5631.941892
correct_answer ~ session + pain + (1|shown_letter),5674.163746,5700.540363
correct_answer ~ session + pain + (1|participant_id) + (1|shown_letter),5605.028480,5637.999251
correct_answer ~ session + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5606.213339,5645.778265
correct_answer ~ session + physical_symptoms + (1|participant_id),5605.556460,5631.933077
correct_answer ~ session + physical_symptoms + (1|shown_letter),5677.190810,5703.567426
correct_answer ~ session + physical_symptoms + (1|participant_id) + (1|shown_letter),5605.041358,5638.012129
correct_answer ~ session + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5606.239484,5645.804410
correct_answer ~ session + discomfort + (1|participant_id),5604.405244,5630.781861
correct_answer ~ session + discomfort + (1|shown_letter),5667.674292,5694.050908
correct_answer ~ session + discomfort + (1|participant_id) + (1|shown_letter),5603.830255,5636.801026
correct_answer ~ session + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5605.014820,5644.579745
correct_answer ~ session + sensations + (1|participant_id),5605.688412,5632.065029
correct_answer ~ session + sensations + (1|shown_letter),5679.059399,5705.436016
correct_answer ~ session + sensations + (1|participant_id) + (1|shown_letter),5605.177619,5638.148391
correct_answer ~ session + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5606.386518,5645.951444
correct_answer ~ problem_order + pain + (1|participant_id),5623.417366,5649.793983
correct_answer ~ problem_order + pain + (1|shown_letter),5691.565524,5717.942141
correct_answer ~ problem_order + pain + (1|participant_id) + (1|shown_letter),5622.469230,5655.440001
correct_answer ~ problem_order + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5623.668698,5663.233624
correct_answer ~ problem_order + physical_symptoms + (1|participant_id),5622.290889,5648.667506
correct_answer ~ problem_order + physical_symptoms + (1|shown_letter),5692.632348,5719.008965
correct_answer ~ problem_order + physical_symptoms + (1|participant_id) + (1|shown_letter),5621.396913,5654.367685
correct_answer ~ problem_order + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5622.613383,5662.178309
correct_answer ~ problem_order + discomfort + (1|participant_id),5622.665444,5649.042061
correct_answer ~ problem_order + discomfort + (1|shown_letter),5686.607489,5712.984106
correct_answer ~ problem_order + discomfort + (1|participant_id) + (1|shown_letter),5621.689986,5654.660757
correct_answer ~ problem_order + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5622.896021,5662.460946
correct_answer ~ problem_order + sensations + (1|participant_id),5623.605430,5649.982047
correct_answer ~ problem_order + sensations + (1|shown_letter),5696.418025,5722.794642
correct_answer ~ problem_order + sensations + (1|participant_id) + (1|shown_letter),5622.692557,5655.663328
correct_answer ~ problem_order + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5623.874351,5663.439277
correct_answer ~ problem_set + pain + (1|participant_id),5620.079823,5646.456440
correct_answer ~ problem_set + pain + (1|shown_letter),5687.075806,5713.452423
correct_answer ~ problem_set + pain + (1|participant_id) + (1|shown_letter),5619.155858,5652.126629
correct_answer ~ problem_set + pain + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5620.389242,5659.954167
correct_answer ~ problem_set + physical_symptoms + (1|participant_id),5619.833110,5646.209727
correct_answer ~ problem_set + physical_symptoms + (1|shown_letter),5689.686265,5716.062881
correct_answer ~ problem_set + physical_symptoms + (1|participant_id) + (1|shown_letter),5618.980785,5651.951556
correct_answer ~ problem_set + physical_symptoms + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5620.233153,5659.798079
correct_answer ~ problem_set + discomfort + (1|participant_id),5617.742702,5644.119319
correct_answer ~ problem_set + discomfort + (1|shown_letter),5678.765304,5705.141921
correct_answer ~ problem_set + discomfort + (1|participant_id) + (1|shown_letter),5616.764635,5649.735406
correct_answer ~ problem_set + discomfort + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5618.014780,5657.579705
correct_answer ~ problem_set + sensations + (1|participant_id),5621.132985,5647.509602
correct_answer ~ problem_set + sensations + (1|shown_letter),5693.453086,5719.829703
correct_answer ~ problem_set + sensations + (1|participant_id) + (1|shown_letter),5620.266243,5653.237014
correct_answer ~ problem_set + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5621.525190,5661.090115
correct_answer ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id),5608.636868,5674.578410
correct_answer ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|shown_letter),5664.099683,5730.041225
correct_answer ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|shown_letter),5608.067718,5680.603415
correct_answer ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|participant_id:TMS_Type),5609.249721,5681.785418
correct_answer ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|shown_letter) + (1|shown_letter:TMS_Type),5665.643053,5738.178749
correct_answer ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5609.296025,5688.425876
correct_answer ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),5608.773514,5687.903365
correct_answer ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),5609.610292,5688.740143
correct_answer ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),5610.095213,5695.819218
correct_answer ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),5610.847694,5696.571699
correct_answer ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5610.143608,5695.867613
correct_answer ~ TMS_Type + session + problem_order + problem_set + pain + physical_symptoms + discomfort + sensations + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5611.475895,5703.794055
correct_answer ~ TMS_Type * session + (1|participant_id),5607.422565,5640.393336
correct_answer ~ TMS_Type * session + (1|shown_letter),5680.616117,5713.586888
correct_answer ~ TMS_Type * session + (1|participant_id) + (1|shown_letter),5606.894630,5646.459556
correct_answer ~ TMS_Type * session + (1|participant_id) + (1|participant_id:TMS_Type),5606.172896,5645.737822
correct_answer ~ TMS_Type * session + (1|shown_letter) + (1|shown_letter:TMS_Type),5682.304108,5721.869034
correct_answer ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5608.073854,5654.232933
correct_answer ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),5605.772871,5651.931951
correct_answer ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),5608.529843,5654.688923
correct_answer ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),5607.121765,5659.874999
correct_answer ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),5609.719577,5662.472811
correct_answer ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5607.163376,5659.916610
correct_answer ~ TMS_Type * session + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5608.525197,5667.872585
correct_answer ~ TMS_Type * problem_order + (1|participant_id),5625.782200,5658.752971
correct_answer ~ TMS_Type * problem_order + (1|shown_letter),5698.417658,5731.388429
correct_answer ~ TMS_Type * problem_order + (1|participant_id) + (1|shown_letter),5624.844853,5664.409778
correct_answer ~ TMS_Type * problem_order + (1|participant_id) + (1|participant_id:TMS_Type),5616.194343,5655.759268
correct_answer ~ TMS_Type * problem_order + (1|shown_letter) + (1|shown_letter:TMS_Type),5700.251845,5739.816771
correct_answer ~ TMS_Type * problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5626.043989,5672.203068
correct_answer ~ TMS_Type * problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),5615.677566,5661.836646
correct_answer ~ TMS_Type * problem_order + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),5626.633005,5672.792084
correct_answer ~ TMS_Type * problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),5617.108034,5669.861268
correct_answer ~ TMS_Type * problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),5627.850639,5680.603873
correct_answer ~ TMS_Type * problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5616.998553,5669.751787
correct_answer ~ TMS_Type * problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5618.444810,5677.792198
correct_answer ~ TMS_Type * problem_set + (1|participant_id),5621.164305,5654.135077
correct_answer ~ TMS_Type * problem_set + (1|shown_letter),5690.060397,5723.031169
correct_answer ~ TMS_Type * problem_set + (1|participant_id) + (1|shown_letter),5620.280077,5659.845002
correct_answer ~ TMS_Type * problem_set + (1|participant_id) + (1|participant_id:TMS_Type),5614.164453,5653.729379
correct_answer ~ TMS_Type * problem_set + (1|shown_letter) + (1|shown_letter:TMS_Type),5691.930949,5731.495875
correct_answer ~ TMS_Type * problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5621.526793,5667.685872
correct_answer ~ TMS_Type * problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type),5613.665003,5659.824082
correct_answer ~ TMS_Type * problem_set + (1|participant_id) + (1|shown_letter) + (1|shown_letter:TMS_Type),5622.090070,5668.249149
correct_answer ~ TMS_Type * problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type),5615.107206,5667.860440
correct_answer ~ TMS_Type * problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|shown_letter:TMS_Type),5623.354557,5676.107791
correct_answer ~ TMS_Type * problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5615.060788,5667.814022
correct_answer ~ TMS_Type * problem_set + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter) + (1|participant_id:TMS_Type) + (1|shown_letter:TMS_Type),5616.519316,5675.866704
correct_answer ~ session * problem_order + (1|participant_id),5605.485400,5638.456171
correct_answer ~ session * problem_order + (1|shown_letter),5678.843650,5711.814421
correct_answer ~ session * problem_order + (1|participant_id) + (1|shown_letter),5604.904215,5644.469140
correct_answer ~ session * problem_order + (1|participant_id) + (1|shown_letter) + (1|participant_id:shown_letter),5606.076938,5652.236018
correct_answer ~ session * problem_set + (1|participant_id),5603.457433,5636.428204
correct_answer ~ session * problem_set + (1|shown_letter),5671.783645,5704.754416
